Iteration	HPWL	Cost	Moves	T
START	191188	62592.4	0	5000
1	190366	62524.3	2480	5000
2	190820	62660.5	2480	4750
3	189606	62415.3	2479	4512.5
4	191762	63002.6	2480	4286.88
5	190893	62801.4	2479	4072.53
6	189649	62606.7	2480	3868.9
7	189291	62499.3	2480	3675.46
8	189119	62447.7	2478	3491.69
9	189908	62565.4	2478	3317.1
10	191063	62911.9	2480	3151.25
11	190659	62790.7	2479	2993.68
12	190390	62710	2480	2844
13	193287	63698.1	2480	2701.8
14	190707	62924.1	2479	2566.71
15	193599	63791.7	2477	2438.37
16	190149	62578.2	2480	2316.46
17	191686	63098.8	2480	2200.63
18	193712	63825.6	2480	2090.6
19	188298	62082.4	2480	1986.07
20	191221	62959.3	2477	1886.77
21	193220	63559	2479	1792.43
22	190201	62653.3	2480	1702.81
23	193015	63497.5	2479	1617.67
24	191666	63033.3	2477	1536.78
25	193701	63643.8	2478	1459.95
26	189451	62368.8	2478	1386.95
27	190531	62692.8	2479	1317.6
28	191848	63087.9	2479	1251.72
29	189111	62326.3	2478	1189.13
30	192098	63162.9	2479	1129.68
31	191395	63011.5	2480	1073.19
32	191138	62815.4	2478	1019.53
33	192116	63168.3	2479	968.557
34	191699	63043.2	2477	920.13
35	191260	62911.5	2477	874.123
36	191301	62983.3	2478	830.417
37	188743	62334.9	2479	788.896
38	193052	63627.6	2478	749.451
39	190902	62982.6	2475	711.979
40	191956	63298.8	2476	676.38
41	192151	63238.3	2472	642.561
42	190802	62833.6	2475	610.433
43	192425	63439.5	2479	579.911
44	191669	62915.2	2475	550.916
45	191389	63128.7	2479	523.37
46	191221	62959.3	2476	497.201
47	192578	63247.4	2476	472.341
48	190812	62955.6	2473	448.724
49	191803	63074.4	2474	426.288
50	191562	63180.6	2478	404.974
51	193373	63723.9	2469	384.725
52	191097	62862.6	2475	365.489
53	190710	62806	2473	347.214
54	190453	62728.9	2474	329.853
55	189419	62537.7	2476	313.361
56	192730	63412	2472	297.693
57	191941	63175.3	2472	282.808
58	193424	63560.7	2476	268.668
59	192283	63396.9	2471	255.234
60	190253	62609.4	2471	242.473
61	191857	63031.1	2469	230.349
62	191364	63002.2	2476	218.832
63	189755	62519.5	2473	207.89
64	192196	63251.8	2475	197.495
65	191549	62938.7	2472	187.621
66	189366	62402.8	2470	178.24
67	191336	63112.8	2471	169.328
68	190828	62781.9	2468	160.861
69	188946	62276.8	2469	152.818
70	190950	62818.5	2470	145.177
71	190829	62782.2	2466	137.918
72	192171	63244.3	2470	131.023
73	188999	62173.7	2468	124.471
74	189341	62395.3	2465	118.248
75	189570	62464	2473	112.335
76	194229	63802.2	2462	106.719
77	190008	62595.4	2461	101.383
78	190332	62454.6	2455	96.3136
79	188956	62101.3	2461	91.4979
80	189545	62278	2461	86.923
81	192071	63333.3	2447	82.5769
82	188630	62122.5	2457	78.448
83	190803	62833.9	2456	74.5256
84	190627	62602.6	2450	70.7993
85	191643	62907.4	2456	67.2594
86	189105	62265	2455	63.8964
87	191474	62975.7	2456	60.7016
88	191114	62927.2	2448	57.6665
89	190976	63004.8	2442	54.7832
90	190505	62863.5	2443	52.044
91	190425	62720.5	2441	49.4418
92	187522	61790.1	2438	46.9697
93	191379	62828.2	2447	44.6212
94	188534	61974.7	2432	42.3902
95	189581	62467.3	2442	40.2707
96	190261	62671.3	2427	38.2571
97	190578	62766.4	2420	36.3443
98	189892	62679.6	2423	34.5271
99	189603	62414.4	2429	32.8007
100	190587	62769.1	2421	31.1607
101	189681	62437.8	2400	29.6026
102	188976	62285.8	2402	28.1225
103	189845	62427.5	2414	26.7164
104	189523	62330.9	2395	25.3806
105	186844	61765.2	2398	24.1115
106	185470	61055.5	2397	22.906
107	187359	61681.7	2395	21.7607
108	188887	62140.1	2383	20.6726
109	189725	62629.5	2393	19.639
110	187115	61608.5	2373	18.6571
111	190875	62677	2365	17.7242
112	189854	62370.7	2365	16.838
113	186795	61453	2363	15.9961
114	184953	61019.4	2349	15.1963
115	188999	62233.2	2347	14.4365
116	187648	61887.4	2339	13.7146
117	187892	61901.1	2314	13.0289
118	187592	61870.6	2313	12.3775
119	186199	61393.2	2311	11.7586
120	186131	61313.3	2309	11.1707
121	184236	60863.8	2293	10.6121
122	188822	62358.6	2317	10.0815
123	184840	60926	2278	9.57745
124	186256	61469.8	2259	9.09858
125	186365	61502.5	2232	8.64365
126	184648	61106.4	2233	8.21147
127	186228	61461.4	2214	7.80089
128	183206	60376.3	2221	7.41085
129	182971	60484.3	2224	7.04031
130	184029	60801.7	2199	6.68829
131	182893	60341.9	2162	6.35388
132	183534	60534.2	2140	6.03618
133	180855	59730.5	2145	5.73437
134	179163	59103.9	2093	5.44765
135	181529	59873.2	2067	5.17527
136	182189	60011.7	2084	4.91651
137	180800	59714	2090	4.67068
138	180389	59650.2	2036	4.43715
139	179165	59164	2023	4.21529
140	181318	59809.9	1984	4.00453
141	180168	59464.9	1995	3.8043
142	177890	58781.5	1953	3.61408
143	176289	58301.2	1910	3.43338
144	176059	58172.7	1901	3.26171
145	173994	57493.7	1840	3.09863
146	173283	57280.4	1845	2.94369
147	173530	57414	1784	2.79651
148	171629	56843.7	1790	2.65668
149	169454	56191.2	1673	2.52385
150	169930	56393.5	1687	2.39766
151	168369	55925.2	1592	2.27777
152	168161	55743.8	1558	2.16389
153	164321	54651.3	1542	2.05569
154	165210	54858.5	1509	1.95291
155	160237	53366.6	1427	1.85526
156	158889	52962.2	1316	1.7625
157	157025	52403	1274	1.67437
158	158785	52931	1296	1.59066
159	154172	51547.1	1280	1.51112
160	153929	51474.2	1195	1.43557
161	149512	50089.6	1121	1.36379
162	148904	49907.2	1067	1.2956
163	146040	49107.5	1019	1.23082
164	141379	47649.7	937	1.16928
165	139182	46990.6	956	1.11081
166	140477	47379.1	840	1.05527
167	136356	46142.8	813	1.00251
