Iteration	HPWL	Cost	Moves	T
START	17635.5	6331.9	0	5000
1	18411	6748.3	618	5000
2	18950	6959	618	4750
3	18855	6820.25	619	4512.5
4	18470	6851.75	619	4286.88
5	18921.5	7060.7	619	4072.53
6	18790.5	6751.9	619	3868.9
7	18724	6891.2	619	3675.46
8	18368	6735.4	618	3491.69
9	19119.5	6948.6	619	3317.1
10	18828	6897.9	618	3151.25
11	19018	7150.9	618	2993.68
12	19257.5	6977.75	617	2844
13	18750.5	6764.4	618	2701.8
14	18799	6913.7	618	2566.71
15	18797.5	6692.75	619	2438.37
16	18860	6772.75	619	2316.46
17	19009.5	6891.1	616	2200.63
18	18325.5	6710.4	619	2090.6
19	18605.5	6671.9	617	1986.07
20	18318.5	6720.55	615	1886.77
21	18869.5	6800.1	619	1792.43
22	18487	6624.1	619	1702.81
23	18973	6904.65	618	1617.67
24	18398	6817.9	617	1536.78
25	19048	7012.9	615	1459.95
26	19542	7295.85	616	1386.95
27	18202	6624.35	616	1317.6
28	18634	6753.95	618	1251.72
29	18334.5	6627.35	618	1189.13
30	18599.5	6817.1	617	1129.68
31	18679.5	6841.1	617	1073.19
32	18176	6690.05	617	1019.53
33	18391	6656.55	619	968.557
34	18787	6946.85	615	920.13
35	18482	6671.6	615	874.123
36	18081.5	6551.45	618	830.417
37	18795	6826.75	615	788.896
38	18563	6732.65	615	749.451
39	19142	6930.85	614	711.979
40	18021	6594.55	614	676.38
41	18358	6695.65	615	642.561
42	18941.5	6882.95	612	610.433
43	18654	6870.2	618	579.911
44	18372.5	6589.75	613	550.916
45	18629.5	6850.6	614	523.37
46	18445.5	6709.65	615	497.201
47	19028	6957.9	614	472.341
48	18552	6753.85	614	448.724
49	18298.5	6579.8	613	426.288
50	18826	6787.05	612	404.974
51	18374	6675.95	613	384.725
52	18781.5	6859.45	615	365.489
53	18682	6743.85	612	347.214
54	18482.5	6708.5	611	329.853
55	18504.5	6715.1	612	313.361
56	18579	6712.95	605	297.693
57	18829.5	6861.6	606	282.808
58	18046.5	6589.95	607	268.668
59	18430	6656	608	255.234
60	18496.5	6761.7	608	242.473
61	18188.5	6583.55	611	230.349
62	18772.5	6832.25	610	218.832
63	18282.5	6709.75	607	207.89
64	18464.5	6715.35	609	197.495
65	18969.5	6903.6	607	187.621
66	18703	6860.4	600	178.24
67	18000	6563.75	607	169.328
68	18739.5	6871.35	606	160.861
69	18447	6661.1	604	152.818
70	19141	6820.3	600	145.177
71	18424	6703.2	604	137.918
72	18207	6662.6	599	131.023
73	18124	6551.95	593	124.471
74	18715	6790.5	602	118.248
75	18751.5	6764.7	594	112.335
76	18468	6728.65	591	106.719
77	18228	6681.15	601	101.383
78	18282	6587.1	596	96.3136
79	18236	6597.8	590	91.4979
80	18569.5	6673.35	595	86.923
81	17861	6411.8	583	82.5769
82	18369.5	6613.35	584	78.448
83	18281	6746.05	591	74.5256
84	18398	6707.65	580	70.7993
85	17883.5	6443.05	579	67.2594
86	17846	6431.8	573	63.8964
87	18399	6597.7	574	60.7016
88	18077	6537.85	590	57.6665
89	18661	6835.55	579	54.7832
90	18227.5	6656.5	574	52.044
91	18553.5	6778.8	576	49.4418
92	18085	6613.75	579	46.9697
93	17988	6560.15	559	44.6212
94	17799.5	6515.85	552	42.3902
95	17861.5	6460.95	555	40.2707
96	17669.5	6513.6	562	38.2571
97	17344.5	6281.35	546	36.3443
98	17191.5	6272.2	546	34.5271
99	17148.5	6234.8	536	32.8007
100	18155	6536.75	552	31.1607
101	18175.5	6591.9	539	29.6026
102	18075	6500.5	538	28.1225
103	17880.5	6466.65	524	26.7164
104	17624	6365.2	512	25.3806
105	17726.5	6481.7	520	24.1115
106	17414	6240.95	504	22.906
107	17299.5	6218.85	513	21.7607
108	17322	6237.85	504	20.6726
109	17531	6263.8	515	19.639
110	17244	6214.45	485	18.6571
111	16946	6161.8	503	17.7242
112	17081	6116.55	459	16.838
113	16610.5	6048.9	476	15.9961
114	16593	6031.4	460	15.1963
115	16291.5	5916.45	444	14.4365
116	16963	6203.65	439	13.7146
117	16693.5	6049.3	454	13.0289
118	16312	5947.1	446	12.3775
119	16539	5966.2	447	11.7586
120	16643	6021.9	405	11.1707
