Iteration	HPWL	Cost	Moves	T
START	167129	55071.6	0	5000
1	171424	57664.2	2608	5000
2	172866	58153.3	2607	4750
3	174444	58825.2	2608	4512.5
4	176235	59589.4	2607	4286.88
5	173198	58338.3	2607	4072.53
6	174908	59106.2	2608	3868.9
7	173385	58649.4	2608	3675.46
8	173288	58535.4	2608	3491.69
9	172513	58047.6	2606	3317.1
10	173206	58085.4	2608	3151.25
11	174464	58717.9	2608	2993.68
12	173728	59262.6	2605	2844
13	176618	59761.1	2608	2701.8
14	171062	58037.7	2605	2566.71
15	173756	58534	2608	2438.37
16	173322	58460.2	2607	2316.46
17	175578	58853.8	2607	2200.63
18	174798	59725.3	2605	2090.6
19	173934	58757.2	2606	1986.07
20	173616	59257.5	2607	1886.77
21	173161	59857.9	2607	1792.43
22	173418	58602.4	2605	1702.81
23	173268	58501	2606	1617.67
24	174723	59022.5	2608	1536.78
25	173058	58806.3	2608	1459.95
26	172778	58637.4	2608	1386.95
27	173454	58415.1	2606	1317.6
28	173318	58572.6	2606	1251.72
29	173140	59228.1	2606	1189.13
30	173349	58780.3	2604	1129.68
31	170783	58407.5	2605	1073.19
32	175541	59324.5	2604	1019.53
33	174128	58844	2607	968.557
34	173943	58505	2606	920.13
35	170025	57329.6	2604	874.123
36	172676	58493.4	2605	830.417
37	172544	57660	2606	788.896
38	175134	59259.3	2600	749.451
39	172194	58150.5	2605	711.979
40	174313	59211.3	2608	676.38
41	175816	59322	2604	642.561
42	173770	59218.3	2602	610.433
43	174920	59024.7	2600	579.911
44	171513	58399.7	2604	550.916
45	172608	58444.5	2604	523.37
46	172578	57698.4	2605	497.201
47	174198	58638.2	2603	472.341
48	171920	58011.6	2600	448.724
49	172716	58562	2600	426.288
50	172552	58257.9	2600	404.974
51	174519	58677.8	2603	384.725
52	175278	59500.9	2600	365.489
53	172306	58382.4	2605	347.214
54	176793	59785.2	2598	329.853
55	171540	58521.2	2601	313.361
56	174420	58676.2	2601	297.693
57	174256	58683.8	2600	282.808
58	174822	59817.6	2603	268.668
59	173598	58741.5	2605	255.234
60	174285	58919.4	2595	242.473
61	171942	57989.8	2597	230.349
62	172015	57926.6	2604	218.832
63	175200	59675.8	2597	207.89
64	173147	58663	2592	197.495
65	172254	58622.1	2593	187.621
66	171682	58025.1	2598	178.24
67	167576	56424.7	2593	169.328
68	171344	57611.7	2593	160.861
69	171993	57608.1	2598	152.818
70	172346	58904.8	2592	145.177
71	171171	58183.6	2587	137.918
72	172862	58209	2592	131.023
73	171888	57775.2	2591	124.471
74	172634	57998.7	2586	118.248
75	173380	58733.1	2586	112.335
76	175032	59738.7	2584	106.719
77	172289	58122.1	2587	101.383
78	171880	57971.2	2593	96.3136
79	172919	58708	2575	91.4979
